rain_1d,rain_3d,rain_5d,rain_7d,rain_10d,rain_15d,rain_30d,rain_60d,rain_90d,rain_event_day,rain_3d_ratio,rain_15d_ratio,lat,lon,date,landslide,trigger,size
11.4,26.6,31.299999999999997,51.099999999999994,58.2,66.69999999999999,248.40000000000003,271.3,315.79999999999995,11.4,2.1369682602396947,1.0716976162254708,11.2777,77.1236,2006-06-22,0,,
21.0,65.3,98.4,131.5,160.6,194.8,330.19999999999993,711.8,777.5999999999999,21.0,5.076530937360607,3.028815395399223,11.2777,77.1236,2007-08-01,0,,
4.3,40.099999999999994,83.5,119.2,171.6,208.00000000000003,333.49999999999994,745.4999999999999,810.5999999999998,4.3,3.0399552600509536,3.153669297209968,11.2777,77.1236,2007-08-04,0,,
0.0,0.2,1.0999999999999999,2.9,9.1,25.899999999999995,44.400000000000006,55.60000000000001,70.0,0.0,0.02014697382544794,0.5218066220791017,11.2777,77.1236,2007-05-18,0,,
36.0,99.0,130.0,148.2,186.29999999999998,278.6,602.0,1001.8000000000001,1483.3000000000002,36.0,3.361536320623434,1.8919677150013916,9.5988,76.5289,2011-08-07,1,downpour,medium
23.1,68.80000000000001,114.69999999999999,143.70000000000002,224.9,330.5,512.1,842.9000000000001,960.4,23.1,2.868822202474537,2.756237610226263,9.5988,76.5289,2009-06-25,0,,
1.3,14.700000000000001,20.400000000000002,22.3,50.0,65.8,128.7,210.20000000000002,212.90000000000003,1.3,0.6452007483091092,0.5776082889624405,9.5988,76.5289,2009-05-01,0,,
47.1,79.7,130.7,175.39999999999998,233.7,266.59999999999997,475.4000000000001,975.2,1206.2999999999997,47.1,2.991815384615385,2.0015507692307692,9.5988,76.5289,2008-07-23,0,,
13.2,35.0,42.3,67.60000000000001,157.9,248.79999999999998,537.1000000000001,1180.1,1465.3,13.2,1.2481000818426284,1.774441716356834,9.5988,76.5289,2010-07-26,0,,
34.0,98.7,114.80000000000001,118.80000000000001,123.2,136.4,215.9,274.9,316.1,34.0,7.069453413961134,1.9539482181647394,9.751185639,77.08971658,2017-06-27,1,continuous_rain,medium
10.0,48.8,91.1,114.8,162.6,197.19999999999996,263.59999999999997,510.3,573.3000000000001,10.0,1.8788184801817722,1.5184549356223171,9.751185639,77.08971658,2014-06-10,0,,
28.0,55.2,59.3,87.0,172.50000000000003,249.90000000000003,528.0999999999999,802.2,965.9999999999999,28.0,2.3450917574955605,2.123327645645437,9.751185639,77.08971658,2016-07-06,0,,
22.7,46.4,86.6,98.0,125.60000000000001,146.3,259.90000000000003,481.19999999999993,505.5999999999999,22.7,1.7514851485148517,1.104492574257426,9.751185639,77.08971658,2014-06-06,0,,
4.3,7.1,20.1,41.199999999999996,78.6,195.1,445.0,870.5,1079.2999999999997,4.3,0.3104770780314707,1.706312054195491,9.751185639,77.08971658,2016-07-21,0,,
59.0,113.2,120.6,131.9,141.6,212.3,431.69999999999993,749.4999999999999,1505.1000000000004,59.0,3.930219983494123,1.4741796863883432,11.4477,75.8289,2009-10-03,1,downpour,medium
45.8,121.39999999999999,185.3,207.59999999999997,262.7,286.8,580.1999999999999,782.5,877.1999999999999,45.8,4.442351529694061,2.0989562087582483,11.4477,75.8289,2007-06-16,0,,
67.2,135.7,174.10000000000002,182.10000000000002,188.60000000000002,315.2,658.6,1069.3,1478.6000000000001,67.2,5.315929743441543,2.469537295700478,11.4477,75.8289,2008-08-12,0,,
1.2,1.7999999999999998,22.900000000000002,39.400000000000006,125.0,301.8,537.2,873.0000000000001,1381.2,1.2,0.06823266219239374,2.28806860551827,11.4477,75.8289,2006-09-29,0,,
20.1,78.1,96.9,141.29999999999998,154.4,319.09999999999997,458.8,678.9000000000001,756.9,20.1,2.9618277898663345,2.4202797637550506,11.4477,75.8289,2007-06-13,0,,
17.7,22.299999999999997,27.2,48.099999999999994,57.599999999999994,76.39999999999999,252.89999999999998,534.7,899.3000000000001,17.7,0.7823661356185655,0.5360786794731697,9.8678,76.7705,2010-10-27,1,downpour,medium
0.3,4.6,27.400000000000002,56.89999999999999,82.60000000000001,126.8,228.50000000000006,336.20000000000005,354.0,0.3,0.1607055926233498,0.8859769193322069,9.8678,76.7705,2010-05-06,0,,
17.5,63.6,138.39999999999998,139.7,151.7,168.49999999999997,312.40000000000003,590.1,769.7,17.5,2.4606602606792887,1.3038404211461008,9.8678,76.7705,2008-07-18,0,,
21.9,102.9,160.1,175.0,208.4,319.69999999999993,621.6,1044.8,1184.9,21.9,3.9196328212813785,2.4355813663044827,9.8678,76.7705,2009-07-18,0,,
7.6,26.200000000000003,38.6,59.5,100.19999999999999,236.89999999999992,619.5000000000002,795.9000000000002,1014.3000000000001,7.6,1.0551264276754473,1.9080874100481935,9.8678,76.7705,2007-07-12,0,,
20.7,68.10000000000001,91.60000000000001,97.7,135.8,201.1,452.6,798.3,1271.6999999999998,20.7,2.1825776283297436,1.2890348342352755,9.4237,76.9371,2011-08-06,1,downpour,medium
13.8,30.8,69.6,85.89999999999999,112.69999999999999,165.4,332.9,798.9999999999999,901.3,13.8,0.9604580425836464,1.0315568846969814,9.4237,76.9371,2010-05-23,0,,
0.2,0.5,4.2,10.5,75.10000000000001,149.79999999999998,289.90000000000003,762.1,1120.0000000000002,0.2,0.018930577537783568,1.1343202060639914,9.4237,76.9371,2008-09-19,0,,
17.2,55.900000000000006,82.9,115.8,140.79999999999998,203.7,332.29999999999995,780.9000000000001,1282.3,17.2,1.6893656023186108,1.2312120686665509,9.4237,76.9371,2010-09-28,0,,
12.8,35.2,60.599999999999994,79.1,94.8,205.50000000000003,454.8,861.5999999999999,1196.7,12.8,1.2593179085657311,1.4703967625582828,9.4237,76.9371,2009-10-26,0,,
3.6,13.299999999999999,41.7,73.0,113.19999999999999,131.4,142.10000000000002,175.10000000000002,183.20000000000002,3.6,1.3190797496138527,2.606422242094139,8.2117,77.312,2016-05-20,1,unknown,small
0.0,1.5,12.7,14.600000000000001,14.600000000000001,28.500000000000004,86.5,487.80000000000007,552.9000000000001,0.0,0.13704785441473827,0.5207818467760055,8.2117,77.312,2014-06-23,0,,
0.9,16.099999999999998,25.6,32.9,39.800000000000004,72.2,112.89999999999999,154.39999999999998,225.7,0.9,1.2167502942451836,1.091296537198786,8.2117,77.312,2015-09-22,0,,
0.0,0.0,2.8,7.6,8.6,134.4,185.0,212.59999999999997,218.39999999999998,0.0,0.0,2.8821937071541575,8.2117,77.312,2012-05-09,0,,
2.4,11.200000000000001,25.699999999999996,50.699999999999996,62.89999999999999,153.8,230.5,283.69999999999993,295.19999999999993,2.4,0.7889601016224957,2.1668225648132116,8.2117,77.312,2015-05-01,0,,
68.8,93.6,124.7,132.2,161.6,298.9,506.1000000000001,1341.4999999999998,1534.3999999999999,68.8,4.129461541243265,2.6373847322171193,9.9995,77.0309,2013-08-04,1,monsoon,medium
2.8,16.7,69.89999999999999,123.5,137.4,170.40000000000003,472.2,714.9999999999999,931.6999999999999,2.8,0.6520723315730517,1.3306961113778208,9.9995,77.0309,2011-06-20,0,,
6.2,9.8,14.399999999999999,28.099999999999998,59.900000000000006,79.50000000000003,281.19999999999993,350.99999999999994,384.49999999999994,6.2,0.4467695527072979,0.724860804902657,9.9995,77.0309,2012-05-18,0,,
4.9,25.200000000000003,32.1,39.4,79.00000000000001,108.5,282.79999999999995,589.6000000000001,1087.4,4.9,1.0121148274953913,0.8715433236765867,9.9995,77.0309,2010-09-22,0,,
31.6,84.6,125.0,144.3,179.5,235.20000000000002,326.7,530.0999999999999,956.8,31.6,3.2459666006227006,1.8048495141051044,9.9995,77.0309,2011-11-01,0,,
31.8,50.599999999999994,58.599999999999994,114.49999999999999,168.9,188.49999999999997,263.9,557.0999999999999,906.0,31.8,2.2610797743755033,1.6846384880228553,10.0604,76.635,2012-08-17,1,downpour,large
4.8,70.7,119.89999999999999,164.50000000000003,177.0,197.20000000000002,281.7,679.8,905.5,4.8,2.6319419016233367,1.4682289759550835,10.0604,76.635,2008-11-25,0,,
10.5,48.3,51.1,52.9,66.30000000000001,84.5,407.3,521.4000000000001,846.3000000000001,10.5,1.8432807807807805,0.6449574574574575,10.0604,76.635,2008-11-10,0,,
13.9,49.6,71.8,82.5,146.4,310.49999999999994,486.0,1011.6,1211.6,13.9,1.5645474054347546,1.9588385862398838,10.0604,76.635,2011-07-27,0,,
4.8,12.6,21.0,76.79999999999998,197.2,233.60000000000005,426.1,976.9999999999999,1318.6,4.8,0.3929246971013752,1.4569398292520837,10.0604,76.635,2011-09-08,0,,
70.3,122.0,133.2,160.89999999999998,218.3,525.4999999999999,661.4000000000001,764.9000000000001,814.9,70.3,4.569568954930615,3.9365712882230124,12.89163444,74.88548779,2010-06-25,1,downpour,medium
21.9,51.599999999999994,159.8,214.20000000000002,262.5,390.5999999999999,867.4,1515.4,1528.2000000000003,21.9,2.1163893091275843,3.2041149773071096,12.89163444,74.88548779,2006-07-17,0,,
0.1,1.0,3.4000000000000004,4.599999999999999,5.6,15.399999999999999,57.70000000000001,249.9,256.40000000000003,0.1,0.033008658008658015,0.10166666666666667,12.89163444,74.88548779,2008-05-12,0,,
6.4,13.9,23.9,52.699999999999996,129.3,326.9,533.0,1345.9,2479.9,6.4,0.4583986592420393,2.1561226144780234,12.89163444,74.88548779,2007-09-13,0,,
3.9,24.599999999999998,32.2,40.5,93.30000000000001,132.10000000000002,298.29999999999995,603.4999999999999,1078.6000000000001,3.9,1.0745435016111706,1.1540422484783388,12.89163444,74.88548779,2006-10-16,0,,
1.3,53.5,56.099999999999994,105.1,146.20000000000002,286.40000000000003,464.29999999999995,573.6,758.1999999999999,1.3,4.29718875502008,4.600803212851406,8.3295,77.1963,2010-12-09,1,downpour,medium
1.9,2.7,7.199999999999999,12.299999999999999,20.700000000000003,42.7,195.89999999999998,305.59999999999997,389.20000000000005,1.9,0.21967322440813608,0.6948182727575859,8.3295,77.1963,2007-07-15,0,,
4.9,8.4,12.7,24.799999999999997,48.4,53.599999999999994,219.5,296.90000000000003,451.70000000000005,4.9,0.6777777777777778,0.8649735449735448,8.3295,77.1963,2007-07-08,0,,
0.4,7.5,24.7,36.4,44.8,75.60000000000001,174.7,405.9,509.4999999999999,0.4,0.614547652629458,1.2389280677009873,8.3295,77.1963,2010-07-21,0,,
0.1,0.4,0.7000000000000001,1.5,3.4000000000000004,4.0,140.89999999999998,224.5,321.7,0.1,0.031758427697514004,0.063516855395028,8.3295,77.1963,2010-10-24,0,,
44.5,76.9,92.2,104.4,116.0,243.5,560.4000000000001,633.5999999999999,721.0999999999999,44.5,3.161090333232253,2.0018868560261467,12.9141,74.856,2011-06-27,1,downpour,large
11.2,24.0,35.2,50.89999999999999,55.599999999999994,99.8,408.9,639.7,1419.4000000000003,11.2,1.1750541777028656,0.9772533911228832,12.9141,74.856,2009-09-19,0,,
5.7,17.2,23.099999999999998,27.1,30.599999999999998,34.6,111.1,521.0,1149.3,5.7,0.8903598099117448,0.35821452817379507,12.9141,74.856,2008-10-09,0,,
0.2,0.30000000000000004,0.30000000000000004,4.7,4.7,6.5,19.500000000000004,382.90000000000003,785.0000000000001,0.2,0.015181052718901659,0.06578456178190718,12.9141,74.856,2009-11-04,0,,
20.3,189.20000000000002,200.20000000000002,207.90000000000003,226.20000000000002,278.09999999999997,395.40000000000003,754.1999999999999,1297.0,20.3,8.458499761808788,2.4865843380116526,12.9141,74.856,2009-10-03,0,,
68.5,142.5,187.5,206.2,252.39999999999998,290.9,425.40000000000003,806.5000000000001,1170.5,68.5,5.7035530330369735,2.3286506348216918,10.3018,77.1711,2009-11-08,1,downpour,medium
7.6,29.799999999999997,36.6,45.800000000000004,104.2,199.20000000000002,440.70000000000005,659.4,913.1,7.6,1.27092218415717,1.6991120743899886,10.3018,77.1711,2005-11-02,0,,
7.3,40.3,52.89999999999999,75.9,113.7,162.9,272.8,335.59999999999997,449.59999999999997,7.3,1.7529235596120933,1.4171277809469482,10.3018,77.1711,2006-05-10,0,,
2.7,6.7,15.8,18.9,71.10000000000001,103.3,261.7,666.2,967.3000000000001,2.7,0.3066591633839805,0.945608703807916,10.3018,77.1711,2009-08-09,0,,
26.1,49.3,80.80000000000001,92.4,111.60000000000002,185.59999999999997,283.20000000000005,605.0000000000001,610.3000000000001,26.1,2.2296115065243174,1.6787663107947801,10.3018,77.1711,2007-06-06,0,,
36.2,62.300000000000004,152.6,192.3,248.3,331.8,909.9999999999999,1777.2999999999997,1923.9,36.2,2.302095953477102,2.452120184153138,11.855,75.361,2007-07-20,1,downpour,medium
0.0,0.0,0.0,4.5,12.000000000000002,12.6,52.99999999999999,130.3,134.70000000000002,0.0,0.0,0.13660357238069848,11.855,75.361,2005-05-19,0,,
7.8,17.9,25.3,39.0,66.0,78.3,381.8,934.5999999999999,1560.2,7.8,0.8376999501323411,0.7328704591660593,11.855,75.361,2006-08-04,0,,
2.3,3.0999999999999996,5.5,6.5,42.49999999999999,100.49999999999999,283.2,509.49999999999994,1559.1000000000001,2.3,0.1389368502259285,0.9008486095294073,11.855,75.361,2003-09-14,0,,
0.4,12.3,57.9,78.60000000000002,131.8,136.6,160.6,461.59999999999997,910.8999999999999,0.4,0.5371371299710063,1.1930558041307227,11.855,75.361,2003-10-10,0,,
35.3,52.4,61.0,107.9,155.7,178.0,235.60000000000002,495.19999999999993,820.0999999999999,35.3,2.5703831771943233,1.746290860841945,9.7268,76.8081,2012-08-17,1,downpour,medium
14.2,33.3,47.400000000000006,50.599999999999994,61.3,79.70000000000002,181.89999999999998,801.3000000000001,1199.8,14.2,1.4064252579104062,0.6732257841168734,9.7268,76.8081,2009-08-18,0,,
28.3,73.6,76.0,89.3,108.99999999999999,362.1,533.4,838.6,1050.3999999999999,28.3,2.4431867653461037,2.4040161079669136,9.7268,76.8081,2010-06-24,0,,
26.9,58.3,84.69999999999999,130.7,176.20000000000002,208.20000000000002,577.8,864.4999999999999,1115.0,26.9,1.9327717391304347,1.3804565217391305,9.7268,76.8081,2010-06-30,0,,
17.7,22.299999999999997,27.2,48.099999999999994,57.599999999999994,76.39999999999999,252.89999999999998,534.7,899.3000000000001,17.7,0.7823661356185655,0.5360786794731697,9.7268,76.8081,2010-10-27,0,,
2.1,21.8,54.8,100.5,130.8,138.5,188.3,380.20000000000005,606.8,2.1,1.3818257390762199,1.755806099651894,11.3432,76.8285,2015-11-07,1,unknown,small
1.4,4.1,5.2,8.8,28.8,50.9,153.89999999999998,356.40000000000003,880.9999999999999,1.4,0.2813906390639064,0.6986723672367237,11.3432,76.8285,2013-08-25,0,,
0.2,10.5,32.9,80.80000000000003,109.00000000000001,172.39999999999998,263.99999999999994,401.79999999999995,684.6,0.2,0.8142639206712432,2.6738876175947106,11.3432,76.8285,2012-10-25,0,,
25.7,38.4,47.599999999999994,52.099999999999994,103.7,185.69999999999996,233.89999999999995,407.9,732.8,25.7,2.21482602118003,2.14215204236006,11.3432,76.8285,2015-08-01,0,,
1.7,4.6,7.1000000000000005,7.1000000000000005,14.6,60.00000000000001,145.29999999999998,344.09999999999997,510.0,1.7,0.3376654632972322,0.8808664259927798,11.3432,76.8285,2013-11-02,0,,
103.9,186.8,229.3,246.9,252.20000000000002,402.6,674.1999999999999,1616.8999999999999,1871.1999999999998,103.9,6.702429268866538,2.889077113110994,9.8539,76.9468,2013-08-05,1,monsoon,medium
0.3,2.0,18.800000000000004,21.3,21.600000000000005,27.7,92.69999999999999,575.3000000000001,781.3,0.3,0.10075566750629723,0.27909319899244334,9.8539,76.9468,2012-11-27,0,,
1.2,43.8,129.1,156.4,178.8,210.60000000000002,321.90000000000003,942.9,1492.1,1.2,1.434446472672608,1.3794266079673576,9.8539,76.9468,2010-08-19,0,,
3.1,11.299999999999999,11.999999999999998,23.4,53.99999999999999,252.39999999999995,649.2000000000002,1100.1,1335.5,3.1,0.4880172749477858,2.1800984105632053,9.8539,76.9468,2009-07-28,0,,
8.8,50.900000000000006,165.4,198.1,344.7,408.8,443.00000000000006,736.1999999999999,996.3999999999999,8.8,2.386457092348488,3.8333346143499485,9.8539,76.9468,2012-10-23,0,,
23.7,54.0,76.6,142.60000000000002,229.0,324.99999999999994,602.0,849.3000000000002,1010.0,23.7,2.7664399092970515,3.3299739648945983,11.4991,76.4949,2013-06-25,1,downpour,small
12.9,37.5,47.699999999999996,56.800000000000004,73.7,152.6,266.8,483.2,592.0999999999999,12.9,1.9693512978347902,1.6027893762644745,11.4991,76.4949,2009-05-31,0,,
7.4,18.6,56.1,123.29999999999998,193.0,236.0,367.1,734.7,935.0999999999999,7.4,0.8454860464249787,2.1455344834010215,11.4991,76.4949,2011-07-23,0,,
9.3,22.6,47.7,112.89999999999999,143.4,200.7,430.99999999999994,919.3000000000001,1151.4,9.3,0.9458662092624358,1.6799588336192108,11.4991,76.4949,2010-08-04,0,,
4.9,28.700000000000003,66.60000000000001,104.60000000000001,119.5,177.8,432.2999999999999,659.5999999999999,1025.9,4.9,1.2911719153329893,1.5997934950955084,11.4991,76.4949,2011-08-09,0,,
27.6,126.19999999999999,202.99999999999997,267.1,290.5,321.50000000000006,780.5999999999998,1295.1999999999998,1422.3,27.6,5.779863353104588,2.944890757564383,12.8277,75.0772,2010-07-21,1,downpour,medium
13.5,48.0,65.5,86.5,92.1,150.29999999999998,488.8,987.8,1710.2,13.5,1.978445217743843,1.2390013176120815,12.8277,75.0772,2007-09-19,0,,
19.3,20.3,22.8,22.8,26.2,69.3,136.9,327.7,559.8999999999999,19.3,1.1106327638010671,0.7582940939055561,12.8277,75.0772,2006-11-18,0,,
27.3,51.0,116.3,149.4,260.3,373.8,610.9999999999999,1443.0,1672.9,27.3,2.292726066769843,3.3608666814061463,12.8277,75.0772,2007-07-30,0,,
4.6,9.8,32.2,86.99999999999999,184.9,222.1,238.60000000000002,352.1,366.29999999999995,4.6,0.5654024401778114,2.5627731012957535,12.8277,75.0772,2007-06-05,0,,
117.3,205.5,255.2,272.2,282.0,429.7,675.5999999999999,1602.5999999999997,1835.1,117.3,7.202654562169616,3.0121466329579407,10.0539,76.8294,2013-08-05,1,monsoon,small
14.5,24.5,35.6,46.6,62.0,90.0,170.2,474.7,584.1,14.5,1.0249639942390782,0.7530347712776903,10.0539,76.8294,2012-06-04,0,,
10.5,11.6,26.4,26.700000000000003,54.400000000000006,78.3,184.7,456.9,550.8,10.5,0.4582604753578135,0.6186516417330483,10.0539,76.8294,2012-05-30,0,,
0.6,4.699999999999999,11.799999999999999,29.300000000000004,59.099999999999994,88.79999999999998,252.40000000000003,648.6999999999999,836.5,0.6,0.2093235498119958,0.7909757967363925,10.0539,76.8294,2012-07-30,0,,
1.0,8.899999999999999,21.3,65.8,116.3,187.10000000000002,312.6,774.3,1105.5,1.0,0.273439270694301,1.149673877458511,10.0539,76.8294,2010-10-11,0,,
84.4,178.0,230.4,269.1,294.5,325.1,432.0,787.7,1046.5,84.4,5.275996112730806,1.927220602526725,9.5207,77.0198,2011-06-02,1,downpour,medium
2.6,12.299999999999999,39.6,101.39999999999999,164.20000000000002,284.79999999999995,563.3000000000001,926.5000000000001,1377.8,2.6,0.4161628487436907,1.9272061678407009,9.5207,77.0198,2007-09-29,0,,
18.6,51.6,51.900000000000006,55.800000000000004,78.7,274.3,436.5,915.0,1228.6999999999998,18.6,1.8148585925562892,1.9295182633263186,9.5207,77.0198,2009-10-13,0,,
17.0,54.1,73.4,119.69999999999999,149.2,189.79999999999998,280.79999999999995,561.3,873.7,17.0,2.156857619032057,1.5133884513577984,9.5207,77.0198,2007-06-17,0,,
0.0,2.0,10.1,17.700000000000003,33.1,86.7,336.7,776.8000000000001,1267.1999999999998,0.0,0.06988400400973793,0.6058943147644278,9.5207,77.0198,2007-11-17,0,,
13.7,124.89999999999999,176.6,187.79999999999998,238.2,472.79999999999995,712.4000000000001,806.6999999999999,868.6999999999999,13.7,4.65759872845091,3.5262012470962216,12.89307458,74.88567317,2010-06-27,1,downpour,medium
62.3,192.10000000000002,238.60000000000002,258.8,297.40000000000003,460.50000000000006,790.0,1227.8,1640.8000000000002,62.3,7.650638200633304,3.668005092547253,12.89307458,74.88567317,2008-08-11,0,,
36.7,117.3,209.2,298.1,368.7,427.29999999999995,597.4,1182.5,1303.2,36.7,4.596158787255909,3.348573997944501,12.89307458,74.88567317,2008-07-30,0,,
0.0,0.0,0.0,0.6,14.5,50.1,237.50000000000003,572.3,1140.6,0.0,0.0,0.3330173259235044,12.89307458,74.88567317,2007-11-15,0,,
0.9,2.3,7.800000000000001,32.8,100.00000000000001,275.4,728.1,1796.9,2279.4,0.9,0.08443160618643557,2.0219534211951613,12.89307458,74.88567317,2007-08-17,0,,
31.8,50.599999999999994,58.599999999999994,114.49999999999999,168.9,188.49999999999997,263.9,557.0999999999999,906.0,31.8,2.2610797743755033,1.6846384880228553,10.007,76.7105,2012-08-17,1,downpour,medium
0.0,2.1,42.1,58.7,127.19999999999999,281.9,466.0,639.4000000000001,1082.8000000000002,0.0,0.06411411411411413,1.7213113113113114,10.007,76.7105,2011-11-10,0,,
12.3,18.1,36.400000000000006,45.8,74.9,96.5,207.10000000000005,352.6,386.4,12.3,0.540087071369173,0.5758939490290076,10.007,76.7105,2010-05-16,0,,
0.6,0.6,1.2000000000000002,1.2000000000000002,1.4,2.6,190.90000000000003,621.5,1131.8999999999996,0.6,0.019368153675186538,0.016785733185161664,10.007,76.7105,2011-10-10,0,,
0.0,15.4,31.1,49.3,59.5,106.1,278.6,461.3,525.0999999999999,0.0,0.5888732173640496,0.8114214073029306,10.007,76.7105,2012-05-24,0,,
2.0,40.9,78.10000000000001,99.0,103.10000000000001,179.4,336.6,638.2,736.3000000000001,2.0,1.5945419103313838,1.3988304093567252,9.9983,76.7329,2014-06-22,1,rain,medium
14.2,60.400000000000006,98.6,137.9,153.79999999999998,194.7,418.2,894.0999999999999,1454.9,14.2,1.8867267513314216,1.216376485047112,9.9983,76.7329,2011-08-23,0,,
33.7,58.6,112.60000000000001,118.7,163.0,221.89999999999998,366.99999999999994,876.8000000000002,1132.1,33.7,1.8780571098326637,1.422323797514908,9.9983,76.7329,2011-07-15,0,,
2.6,23.3,39.400000000000006,87.2,87.2,103.3,597.7000000000002,685.3000000000001,1014.6,2.6,1.071143266259703,0.9497776772929383,9.9983,76.7329,2012-11-13,0,,
3.3,21.099999999999998,55.6,73.79999999999998,91.19999999999999,117.6,218.7,495.40000000000003,627.4999999999999,3.3,0.8774884101445322,0.9781292609762747,9.9983,76.7329,2012-06-09,0,,
27.9,104.5,121.6,171.8,175.0,292.5,584.6,788.0999999999999,1903.5,27.9,3.462238274991174,1.9381908046601306,11.2695,76.2227,2009-09-19,1,downpour,medium
0.7,27.8,61.8,109.39999999999999,218.20000000000002,309.70000000000005,347.0,941.0,1685.5,0.7,0.9636048526863087,2.146967071057193,11.2695,76.2227,2006-08-22,0,,
1.7,9.6,14.2,23.299999999999997,60.1,70.7,533.8000000000001,1325.1,1876.5,1.7,0.3287117597530171,0.48416502946954815,11.2695,76.2227,2009-08-07,0,,
8.1,24.6,27.1,29.800000000000004,85.3,117.6,252.0,387.1,451.9,8.1,1.0306672619252035,0.9854184553040969,11.2695,76.2227,2009-05-17,0,,
11.0,14.7,17.7,22.0,27.5,56.300000000000004,185.6,253.89999999999998,297.5,11.0,0.557043019102345,0.4266873738158099,11.2695,76.2227,2006-05-03,0,,
10.0,28.1,41.8,43.8,44.400000000000006,45.0,67.8,595.1999999999999,958.1999999999999,10.0,0.9012092534174554,0.2886435331230284,9.9903,76.7898,2011-10-17,1,downpour,medium
0.0,21.2,21.2,28.400000000000002,61.699999999999996,140.10000000000002,265.79999999999995,640.1999999999999,741.4,0.0,0.6491804924575187,0.8580206320122489,9.9903,76.7898,2008-05-06,0,,
22.6,58.300000000000004,65.5,68.1,72.80000000000001,115.5,375.50000000000006,892.6999999999999,1138.0,22.6,2.041269659051774,0.8088049592469292,9.9903,76.7898,2009-10-30,0,,
3.1,16.700000000000003,28.2,50.6,80.39999999999999,150.6,542.4000000000001,926.8000000000001,1281.8,3.1,0.548381019029419,0.9890560654590478,9.9903,76.7898,2007-11-13,0,,
30.0,53.3,57.1,58.5,77.30000000000001,128.4,218.9,564.8000000000001,809.1,30.0,2.0163100775193796,0.9714604651162793,9.9903,76.7898,2008-11-20,0,,
0.5,27.5,52.8,94.8,110.4,115.7,153.3,308.90000000000003,478.8,0.5,2.43327531186539,2.0474905715114593,11.3237,76.9101,2015-11-07,1,unknown,small
8.0,35.5,86.5,97.80000000000001,145.1,264.7,548.1999999999999,592.6,604.3000000000001,8.0,2.42918840091985,3.622569970273151,11.3237,76.9101,2013-06-29,0,,
22.0,44.0,49.0,70.8,97.2,140.7,264.9,401.4,562.3,22.0,3.4206334034282797,2.1876505448289043,11.3237,76.9101,2015-08-23,0,,
4.3,9.6,10.7,17.2,23.7,33.4,79.69999999999999,284.50000000000006,477.59999999999997,4.3,0.8139551045937868,0.5663770936131767,11.3237,76.9101,2015-09-26,0,,
0.2,1.2,3.5,6.7,12.4,46.2,47.800000000000004,49.800000000000004,51.5,0.2,0.07514243186367603,0.5785967253503054,11.3237,76.9101,2012-05-08,0,,
10.8,88.1,104.89999999999999,133.29999999999998,160.90000000000003,225.10000000000002,475.4,811.4999999999999,1119.2,10.8,4.677401105357066,2.390199747595631,9.9431,76.3738,2014-08-02,1,continuous_rain,small
3.6,4.800000000000001,11.3,22.3,52.900000000000006,105.7,214.20000000000002,568.7999999999998,994.6000000000001,3.6,0.18919617472215045,0.8332514861721374,9.9431,76.3738,2010-11-04,0,,
13.2,61.7,101.3,200.6,334.8,454.69999999999993,861.8000000000002,1028.8,1057.1000000000001,13.2,3.0171149144254277,4.446943765281173,9.9431,76.3738,2013-06-28,0,,
2.5,11.2,12.0,26.0,26.3,29.1,99.19999999999999,352.40000000000003,727.4000000000001,2.5,0.5098507462686567,0.2649402985074627,9.9431,76.3738,2013-11-18,0,,
5.3,11.7,23.1,30.099999999999998,37.599999999999994,62.699999999999996,296.1,415.0,442.3,5.3,0.4317996188401851,0.46280061711589066,9.9431,76.3738,2011-05-18,0,,
12.1,27.5,53.1,70.5,100.39999999999999,218.39999999999998,279.50000000000006,667.6,1072.5999999999997,12.1,1.3107516799499919,2.0819503047351144,10.9654,76.5516,2014-10-09,1,flooding,medium
2.5,17.0,19.0,20.2,20.2,20.8,96.50000000000001,567.5999999999999,651.4,2.5,0.8722348389267389,0.21344099587854318,10.9654,76.5516,2012-10-01,0,,
2.9,5.0,9.9,16.7,22.3,58.199999999999996,182.1,476.19999999999993,778.9,2.9,0.23472371863937205,0.546436816992458,10.9654,76.5516,2012-07-21,0,,
20.3,91.6,115.7,153.9,200.8,224.3,300.3,637.3999999999999,1005.2,20.3,3.542172493581412,1.7347364417255693,10.9654,76.5516,2010-10-02,0,,
8.1,22.5,23.299999999999997,27.4,43.4,46.1,249.5,433.6,762.8000000000001,8.1,1.0536619069553201,0.4317672347612468,10.9654,76.5516,2013-10-08,0,,
24.7,35.5,40.2,65.4,94.60000000000001,106.89999999999999,135.89999999999998,256.40000000000003,413.2,24.7,3.3775247601965215,2.0341261795211723,9.8232,77.1498,2012-08-17,1,downpour,medium
11.7,26.099999999999998,48.7,208.89999999999998,297.2,309.50000000000006,342.70000000000005,589.7,812.1,11.7,1.787671232876712,4.2397260273972615,9.8232,77.1498,2009-11-14,0,,
25.9,68.80000000000001,75.1,76.69999999999999,77.6,80.69999999999999,88.9,225.4,382.2,25.9,5.9885844748858466,1.4048801369863013,9.8232,77.1498,2008-11-24,0,,
7.3,17.1,19.1,20.6,45.9,86.1,272.30000000000007,344.50000000000006,503.90000000000003,7.3,1.173869007427414,1.1821066846725186,9.8232,77.1498,2011-06-26,0,,
